domain,date,max_concurrents
nationalgeographic.com,2015-03-24,13254
nationalgeographic.com,2015-03-25,13120
nationalgeographic.com,2015-03-26,13374
nationalgeographic.com,2015-03-27,12546
nationalgeographic.com,2015-03-28,7437
nationalgeographic.com,2015-03-29,14234
nationalgeographic.com,2015-03-30,12301
nationalgeographic.com,2015-03-31,11286
nationalgeographic.com,2015-04-01,12491
nationalgeographic.com,2015-04-02,11000
nationalgeographic.com,2015-04-03,9799
nationalgeographic.com,2015-04-04,7167
nationalgeographic.com,2015-04-05,6897
nationalgeographic.com,2015-04-06,10854
nationalgeographic.com,2015-04-07,12022
nationalgeographic.com,2015-04-08,13545
nationalgeographic.com,2015-04-09,14319
nationalgeographic.com,2015-04-10,12107
nationalgeographic.com,2015-04-11,6746
nationalgeographic.com,2015-04-12,8200
nationalgeographic.com,2015-04-13,13842
nationalgeographic.com,2015-04-14,13864
nationalgeographic.com,2015-04-15,14550
nationalgeographic.com,2015-04-16,14394
nationalgeographic.com,2015-04-17,13132
nationalgeographic.com,2015-04-18,6661
nationalgeographic.com,2015-04-19,8719
nationalgeographic.com,2015-04-20,14717
nationalgeographic.com,2015-04-21,14703
nationalgeographic.com,2015-04-22,14958
nationalgeographic.com,2015-04-23,16151
nationalgeographic.com,2015-04-24,13830
nationalgeographic.com,2015-04-25,8334
nationalgeographic.com,2015-04-26,10824
nationalgeographic.com,2015-04-27,15906
nationalgeographic.com,2015-04-28,15166
nationalgeographic.com,2015-04-29,17134
nationalgeographic.com,2015-04-30,14416
nationalgeographic.com,2015-05-01,13186
nationalgeographic.com,2015-05-02,6195
nationalgeographic.com,2015-05-03,7345
nationalgeographic.com,2015-05-04,13800
nationalgeographic.com,2015-05-05,14226
nationalgeographic.com,2015-05-06,14593
nationalgeographic.com,2015-05-07,13637
nationalgeographic.com,2015-05-08,11801
nationalgeographic.com,2015-05-09,6118
nationalgeographic.com,2015-05-10,9587
nationalgeographic.com,2015-05-11,14280
nationalgeographic.com,2015-05-12,14328
nationalgeographic.com,2015-05-13,14498
nationalgeographic.com,2015-05-14,14544
nationalgeographic.com,2015-05-15,13553
nationalgeographic.com,2015-05-16,7431
nationalgeographic.com,2015-05-17,13408
nationalgeographic.com,2015-05-18,18000
nationalgeographic.com,2015-05-19,17970
nationalgeographic.com,2015-05-20,14816
nationalgeographic.com,2015-05-21,14775
nationalgeographic.com,2015-05-22,12672
nationalgeographic.com,2015-05-23,6192
nationalgeographic.com,2015-05-24,6378
nationalgeographic.com,2015-05-25,8178
nationalgeographic.com,2015-05-26,12569
nationalgeographic.com,2015-05-27,11808
nationalgeographic.com,2015-05-28,13149
nationalgeographic.com,2015-05-29,12352
nationalgeographic.com,2015-05-30,6503
nationalgeographic.com,2015-05-31,9179
nationalgeographic.com,2015-06-01,12739
nationalgeographic.com,2015-06-02,13209
nationalgeographic.com,2015-06-03,12061
nationalgeographic.com,2015-06-04,12108
nationalgeographic.com,2015-06-05,9831
nationalgeographic.com,2015-06-06,9844
nationalgeographic.com,2015-06-07,10353
nationalgeographic.com,2015-06-08,9894
nationalgeographic.com,2015-06-09,9813
nationalgeographic.com,2015-06-10,9574
nationalgeographic.com,2015-06-11,10000
nationalgeographic.com,2015-06-12,7774
nationalgeographic.com,2015-06-13,5183
nationalgeographic.com,2015-06-14,7973
nationalgeographic.com,2015-06-15,12751
nationalgeographic.com,2015-06-16,9305
nationalgeographic.com,2015-06-17,8762
nationalgeographic.com,2015-06-18,9625
nationalgeographic.com,2015-06-19,7233
nationalgeographic.com,2015-06-20,5976
nationalgeographic.com,2015-06-21,6390
nationalgeographic.com,2015-06-22,8351
nationalgeographic.com,2015-06-23,8293
nationalgeographic.com,2015-06-24,8458
nationalgeographic.com,2015-06-25,10248
nationalgeographic.com,2015-06-26,7214
nationalgeographic.com,2015-06-27,5413
nationalgeographic.com,2015-06-28,6944
nationalgeographic.com,2015-06-29,9434
nationalgeographic.com,2015-06-30,9580
nationalgeographic.com,2015-07-01,10944
nationalgeographic.com,2015-07-02,7876
nationalgeographic.com,2015-07-03,6585
nationalgeographic.com,2015-07-04,4673
nationalgeographic.com,2015-07-05,4899
nationalgeographic.com,2015-07-06,7230
nationalgeographic.com,2015-07-07,7521
nationalgeographic.com,2015-07-08,8246
nationalgeographic.com,2015-07-09,7829
nationalgeographic.com,2015-07-10,8477
nationalgeographic.com,2015-07-11,4919
nationalgeographic.com,2015-07-12,6460
nationalgeographic.com,2015-07-13,9803
nationalgeographic.com,2015-07-14,10196
nationalgeographic.com,2015-07-15,8858
nationalgeographic.com,2015-07-16,8542
nationalgeographic.com,2015-07-17,6594
nationalgeographic.com,2015-07-18,5429
nationalgeographic.com,2015-07-19,5809
nationalgeographic.com,2015-07-20,10054
nationalgeographic.com,2015-07-21,8829
nationalgeographic.com,2015-07-22,8420
nationalgeographic.com,2015-07-23,8854
nationalgeographic.com,2015-07-24,9267
nationalgeographic.com,2015-07-25,5788
nationalgeographic.com,2015-07-26,6806
nationalgeographic.com,2015-07-27,10387
nationalgeographic.com,2015-07-28,8354
nationalgeographic.com,2015-07-29,8983
nationalgeographic.com,2015-07-30,7972
nationalgeographic.com,2015-07-31,7507
nationalgeographic.com,2015-08-01,6240
nationalgeographic.com,2015-08-02,6471
nationalgeographic.com,2015-08-03,9642
nationalgeographic.com,2015-08-04,11329
nationalgeographic.com,2015-08-05,8616
nationalgeographic.com,2015-08-06,10538
nationalgeographic.com,2015-08-07,8021
nationalgeographic.com,2015-08-08,5532
nationalgeographic.com,2015-08-09,8820
nationalgeographic.com,2015-08-10,9823
nationalgeographic.com,2015-08-11,8247
nationalgeographic.com,2015-08-12,8129
nationalgeographic.com,2015-08-13,9793
nationalgeographic.com,2015-08-14,8262
nationalgeographic.com,2015-08-15,7281
nationalgeographic.com,2015-08-16,6687
nationalgeographic.com,2015-08-17,9153
nationalgeographic.com,2015-08-18,8625
nationalgeographic.com,2015-08-19,8458
nationalgeographic.com,2015-08-20,9866
nationalgeographic.com,2015-08-21,8737
nationalgeographic.com,2015-08-22,5141
nationalgeographic.com,2015-08-23,6652
nationalgeographic.com,2015-08-24,9245
nationalgeographic.com,2015-08-25,8854
nationalgeographic.com,2015-08-26,8581
nationalgeographic.com,2015-08-27,9715
nationalgeographic.com,2015-08-28,8737
nationalgeographic.com,2015-08-29,5548
nationalgeographic.com,2015-08-30,6627
nationalgeographic.com,2015-08-31,9616
nationalgeographic.com,2015-09-01,10751
nationalgeographic.com,2015-09-02,13443
nationalgeographic.com,2015-09-03,11517
nationalgeographic.com,2015-09-04,11604
nationalgeographic.com,2015-09-05,5768
nationalgeographic.com,2015-09-06,6240
nationalgeographic.com,2015-09-07,8125
nationalgeographic.com,2015-09-08,11354
nationalgeographic.com,2015-09-09,11298
nationalgeographic.com,2015-09-10,23628
nationalgeographic.com,2015-09-11,18783
nationalgeographic.com,2015-09-12,7334
nationalgeographic.com,2015-09-13,7709
nationalgeographic.com,2015-09-14,11669
nationalgeographic.com,2015-09-15,11881
nationalgeographic.com,2015-09-16,11018
nationalgeographic.com,2015-09-17,11002
nationalgeographic.com,2015-09-18,10352
nationalgeographic.com,2015-09-19,6060
nationalgeographic.com,2015-09-20,7524
nationalgeographic.com,2015-09-21,12150
nationalgeographic.com,2015-09-22,11481
nationalgeographic.com,2015-09-23,10999
nationalgeographic.com,2015-09-24,11181
nationalgeographic.com,2015-09-25,10173
nationalgeographic.com,2015-09-26,6189
nationalgeographic.com,2015-09-27,14441
nationalgeographic.com,2015-09-28,13814
nationalgeographic.com,2015-09-29,13434
nationalgeographic.com,2015-09-30,12429
nationalgeographic.com,2015-10-01,10794
nationalgeographic.com,2015-10-02,10132
nationalgeographic.com,2015-10-03,5177
nationalgeographic.com,2015-10-04,6412
nationalgeographic.com,2015-10-05,12857
nationalgeographic.com,2015-10-06,12067
nationalgeographic.com,2015-10-07,11719
nationalgeographic.com,2015-10-08,11954
nationalgeographic.com,2015-10-09,10338
nationalgeographic.com,2015-10-10,5473
nationalgeographic.com,2015-10-11,7050
nationalgeographic.com,2015-10-12,10570
nationalgeographic.com,2015-10-13,11278
nationalgeographic.com,2015-10-14,10908
nationalgeographic.com,2015-10-15,10806
nationalgeographic.com,2015-10-16,11557
nationalgeographic.com,2015-10-17,5908
nationalgeographic.com,2015-10-18,7641
nationalgeographic.com,2015-10-19,13006
nationalgeographic.com,2015-10-20,11849
nationalgeographic.com,2015-10-21,12525
nationalgeographic.com,2015-10-22,11953
nationalgeographic.com,2015-10-23,10397
nationalgeographic.com,2015-10-24,5714
nationalgeographic.com,2015-10-25,9180
nationalgeographic.com,2015-10-26,12666
nationalgeographic.com,2015-10-27,12472
nationalgeographic.com,2015-10-28,12084
nationalgeographic.com,2015-10-29,11080
nationalgeographic.com,2015-10-30,9670
nationalgeographic.com,2015-10-31,6455
nationalgeographic.com,2015-11-01,7172
nationalgeographic.com,2015-11-02,11728
nationalgeographic.com,2015-11-03,11468
nationalgeographic.com,2015-11-04,12189
nationalgeographic.com,2015-11-05,12490
nationalgeographic.com,2015-11-06,11315
nationalgeographic.com,2015-11-07,5596
nationalgeographic.com,2015-11-08,7582
nationalgeographic.com,2015-11-09,12751
nationalgeographic.com,2015-11-10,12479
nationalgeographic.com,2015-11-11,10484
nationalgeographic.com,2015-11-12,12412
nationalgeographic.com,2015-11-13,13665
nationalgeographic.com,2015-11-14,5500
nationalgeographic.com,2015-11-15,7624
nationalgeographic.com,2015-11-16,11224
nationalgeographic.com,2015-11-17,11215
nationalgeographic.com,2015-11-18,16013
nationalgeographic.com,2015-11-19,12306
nationalgeographic.com,2015-11-20,9756
nationalgeographic.com,2015-11-21,6563
nationalgeographic.com,2015-11-22,8082
nationalgeographic.com,2015-11-23,10695
nationalgeographic.com,2015-11-24,10347
nationalgeographic.com,2015-11-25,9888
nationalgeographic.com,2015-11-26,5654
nationalgeographic.com,2015-11-27,5943
nationalgeographic.com,2015-11-28,7200
nationalgeographic.com,2015-11-29,7475
nationalgeographic.com,2015-11-30,10178
nationalgeographic.com,2015-12-01,10739
nationalgeographic.com,2015-12-02,12180
nationalgeographic.com,2015-12-03,12687
nationalgeographic.com,2015-12-04,9588
nationalgeographic.com,2015-12-05,5636
nationalgeographic.com,2015-12-06,6942
nationalgeographic.com,2015-12-07,10721
nationalgeographic.com,2015-12-08,10220
nationalgeographic.com,2015-12-09,9821
nationalgeographic.com,2015-12-10,9484
nationalgeographic.com,2015-12-11,8070
nationalgeographic.com,2015-12-12,5158
nationalgeographic.com,2015-12-13,6462
nationalgeographic.com,2015-12-14,10595
nationalgeographic.com,2015-12-15,9053
nationalgeographic.com,2015-12-16,9388
nationalgeographic.com,2015-12-17,9415
nationalgeographic.com,2015-12-18,7084
nationalgeographic.com,2015-12-19,6101
nationalgeographic.com,2015-12-20,7175
nationalgeographic.com,2015-12-21,9507
nationalgeographic.com,2015-12-22,7350
nationalgeographic.com,2015-12-23,6992
nationalgeographic.com,2015-12-24,5541
nationalgeographic.com,2015-12-25,3643
nationalgeographic.com,2015-12-26,4739
nationalgeographic.com,2015-12-27,5499
nationalgeographic.com,2015-12-28,7172
nationalgeographic.com,2015-12-29,8683
nationalgeographic.com,2015-12-30,8531
nationalgeographic.com,2015-12-31,6547
nationalgeographic.com,2016-01-01,5479
nationalgeographic.com,2016-01-02,5883
nationalgeographic.com,2016-01-03,5815
nationalgeographic.com,2016-01-04,9560
nationalgeographic.com,2016-01-05,9951
nationalgeographic.com,2016-01-06,10659
nationalgeographic.com,2016-01-07,13374
nationalgeographic.com,2016-01-08,10262
nationalgeographic.com,2016-01-09,5811
nationalgeographic.com,2016-01-10,6591
nationalgeographic.com,2016-01-11,11640
nationalgeographic.com,2016-01-12,10132
nationalgeographic.com,2016-01-13,10075
nationalgeographic.com,2016-01-14,11510
nationalgeographic.com,2016-01-15,9555
nationalgeographic.com,2016-01-16,5925
nationalgeographic.com,2016-01-17,6702
nationalgeographic.com,2016-01-18,9158
nationalgeographic.com,2016-01-19,10211
nationalgeographic.com,2016-01-20,11746
nationalgeographic.com,2016-01-21,10966
nationalgeographic.com,2016-01-22,9410
nationalgeographic.com,2016-01-23,6520
nationalgeographic.com,2016-01-24,6371
nationalgeographic.com,2016-01-25,9105
nationalgeographic.com,2016-01-26,10035
nationalgeographic.com,2016-01-27,10116
nationalgeographic.com,2016-01-28,9688
nationalgeographic.com,2016-01-29,8236
nationalgeographic.com,2016-01-30,5210
nationalgeographic.com,2016-01-31,6405
nationalgeographic.com,2016-02-01,10051
nationalgeographic.com,2016-02-02,9982
nationalgeographic.com,2016-02-03,11260
nationalgeographic.com,2016-02-04,12359
nationalgeographic.com,2016-02-05,8513
nationalgeographic.com,2016-02-06,5132
nationalgeographic.com,2016-02-07,5998
nationalgeographic.com,2016-02-08,9107
nationalgeographic.com,2016-02-09,10917
nationalgeographic.com,2016-02-10,10631
nationalgeographic.com,2016-02-11,10674
nationalgeographic.com,2016-02-12,8592
nationalgeographic.com,2016-02-13,5391
nationalgeographic.com,2016-02-14,6008
nationalgeographic.com,2016-02-15,7643
nationalgeographic.com,2016-02-16,9015
nationalgeographic.com,2016-02-17,9011
nationalgeographic.com,2016-02-18,11430
nationalgeographic.com,2016-02-19,8698
nationalgeographic.com,2016-02-20,4680
nationalgeographic.com,2016-02-21,5917
nationalgeographic.com,2016-02-22,9578
nationalgeographic.com,2016-02-23,10094
nationalgeographic.com,2016-02-24,9537
nationalgeographic.com,2016-02-25,11443
nationalgeographic.com,2016-02-26,9314
nationalgeographic.com,2016-02-27,5049
nationalgeographic.com,2016-02-28,6318
nationalgeographic.com,2016-02-29,13381
nationalgeographic.com,2016-03-01,9844
nationalgeographic.com,2016-03-02,8927
nationalgeographic.com,2016-03-03,10527
nationalgeographic.com,2016-03-04,9026
nationalgeographic.com,2016-03-05,5729
nationalgeographic.com,2016-03-06,6500
nationalgeographic.com,2016-03-07,9646
nationalgeographic.com,2016-03-08,9812
nationalgeographic.com,2016-03-09,9970
nationalgeographic.com,2016-03-10,10424
nationalgeographic.com,2016-03-11,9880
nationalgeographic.com,2016-03-12,6579
nationalgeographic.com,2016-03-13,8016
nationalgeographic.com,2016-03-14,10185
nationalgeographic.com,2016-03-15,10554
nationalgeographic.com,2016-03-16,9541
nationalgeographic.com,2016-03-17,12740
nationalgeographic.com,2016-03-18,10374
nationalgeographic.com,2016-03-19,5631
nationalgeographic.com,2016-03-20,7499
nationalgeographic.com,2016-03-21,10544
nationalgeographic.com,2016-03-22,9617
nationalgeographic.com,2016-03-23,9805
nationalgeographic.com,2016-03-24,9640
nationalgeographic.com,2016-03-25,7439
nationalgeographic.com,2016-03-26,5696
nationalgeographic.com,2016-03-27,6644
nationalgeographic.com,2016-03-28,14884
