domain,date,max_concurrents
europe.newsweek.com,2015-11-04,280
europe.newsweek.com,2015-11-05,301
europe.newsweek.com,2015-11-06,533
europe.newsweek.com,2015-11-07,211
europe.newsweek.com,2015-11-08,178
europe.newsweek.com,2015-11-09,240
europe.newsweek.com,2015-11-10,406
europe.newsweek.com,2015-11-11,282
europe.newsweek.com,2015-11-12,253
europe.newsweek.com,2015-11-13,189
europe.newsweek.com,2015-11-14,231
europe.newsweek.com,2015-11-15,256
europe.newsweek.com,2015-11-16,441
europe.newsweek.com,2015-11-17,322
europe.newsweek.com,2015-11-18,349
europe.newsweek.com,2015-11-19,328
europe.newsweek.com,2015-11-20,319
europe.newsweek.com,2015-11-21,196
europe.newsweek.com,2015-11-22,251
europe.newsweek.com,2015-11-23,313
europe.newsweek.com,2015-11-24,347
europe.newsweek.com,2015-11-25,306
europe.newsweek.com,2015-11-26,740
europe.newsweek.com,2015-11-27,454
europe.newsweek.com,2015-11-28,361
europe.newsweek.com,2015-11-29,386
europe.newsweek.com,2015-11-30,443
europe.newsweek.com,2015-12-01,441
europe.newsweek.com,2015-12-02,436
europe.newsweek.com,2015-12-03,464
europe.newsweek.com,2015-12-04,427
europe.newsweek.com,2015-12-05,319
europe.newsweek.com,2015-12-06,369
europe.newsweek.com,2015-12-07,497
europe.newsweek.com,2015-12-08,787
europe.newsweek.com,2015-12-09,753
europe.newsweek.com,2015-12-10,418
europe.newsweek.com,2015-12-11,324
europe.newsweek.com,2015-12-12,251
europe.newsweek.com,2015-12-13,242
europe.newsweek.com,2015-12-14,366
europe.newsweek.com,2015-12-15,445
europe.newsweek.com,2015-12-16,442
europe.newsweek.com,2015-12-17,447
europe.newsweek.com,2015-12-18,474
europe.newsweek.com,2015-12-19,421
europe.newsweek.com,2015-12-20,464
europe.newsweek.com,2015-12-21,491
europe.newsweek.com,2015-12-22,452
europe.newsweek.com,2015-12-23,376
europe.newsweek.com,2015-12-24,328
europe.newsweek.com,2015-12-25,231
europe.newsweek.com,2015-12-26,357
europe.newsweek.com,2015-12-27,326
europe.newsweek.com,2015-12-28,325
europe.newsweek.com,2015-12-29,349
europe.newsweek.com,2015-12-30,371
europe.newsweek.com,2015-12-31,322
europe.newsweek.com,2016-01-01,333
europe.newsweek.com,2016-01-02,347
europe.newsweek.com,2016-01-03,344
europe.newsweek.com,2016-01-04,433
europe.newsweek.com,2016-01-05,684
europe.newsweek.com,2016-01-06,732
europe.newsweek.com,2016-01-07,555
europe.newsweek.com,2016-01-08,460
europe.newsweek.com,2016-01-09,384
europe.newsweek.com,2016-01-10,525
europe.newsweek.com,2016-01-11,590
europe.newsweek.com,2016-01-12,604
europe.newsweek.com,2016-01-13,704
europe.newsweek.com,2016-01-14,654
europe.newsweek.com,2016-01-15,506
europe.newsweek.com,2016-01-16,427
europe.newsweek.com,2016-01-17,419
europe.newsweek.com,2016-01-18,714
europe.newsweek.com,2016-01-19,906
europe.newsweek.com,2016-01-20,1056
europe.newsweek.com,2016-01-21,1299
europe.newsweek.com,2016-01-22,802
europe.newsweek.com,2016-01-23,716
europe.newsweek.com,2016-01-24,682
europe.newsweek.com,2016-01-25,1095
europe.newsweek.com,2016-01-26,1180
europe.newsweek.com,2016-01-27,1642
europe.newsweek.com,2016-01-28,966
europe.newsweek.com,2016-01-29,952
europe.newsweek.com,2016-01-30,779
europe.newsweek.com,2016-01-31,912
europe.newsweek.com,2016-02-01,923
europe.newsweek.com,2016-02-02,1374
europe.newsweek.com,2016-02-03,1213
europe.newsweek.com,2016-02-04,1083
europe.newsweek.com,2016-02-05,924
europe.newsweek.com,2016-02-06,695
europe.newsweek.com,2016-02-07,746
europe.newsweek.com,2016-02-08,1067
europe.newsweek.com,2016-02-09,899
europe.newsweek.com,2016-02-10,1573
europe.newsweek.com,2016-02-11,1068
europe.newsweek.com,2016-02-12,1249
europe.newsweek.com,2016-02-13,865
europe.newsweek.com,2016-02-14,762
europe.newsweek.com,2016-02-15,1262
europe.newsweek.com,2016-02-16,999
europe.newsweek.com,2016-02-17,1181
europe.newsweek.com,2016-02-18,1201
europe.newsweek.com,2016-02-19,848
europe.newsweek.com,2016-02-20,537
europe.newsweek.com,2016-02-21,682
europe.newsweek.com,2016-02-22,1000
europe.newsweek.com,2016-02-23,1222
europe.newsweek.com,2016-02-24,1170
europe.newsweek.com,2016-02-25,1283
europe.newsweek.com,2016-02-26,1031
europe.newsweek.com,2016-02-27,655
europe.newsweek.com,2016-02-28,679
europe.newsweek.com,2016-02-29,980
europe.newsweek.com,2016-03-01,1168
europe.newsweek.com,2016-03-02,1207
europe.newsweek.com,2016-03-03,1277
europe.newsweek.com,2016-03-04,953
europe.newsweek.com,2016-03-05,646
europe.newsweek.com,2016-03-06,633
europe.newsweek.com,2016-03-07,1143
europe.newsweek.com,2016-03-08,1241
europe.newsweek.com,2016-03-09,998
europe.newsweek.com,2016-03-10,1117
europe.newsweek.com,2016-03-11,1675
europe.newsweek.com,2016-03-12,1004
europe.newsweek.com,2016-03-13,1876
europe.newsweek.com,2016-03-14,1521
europe.newsweek.com,2016-03-15,1653
europe.newsweek.com,2016-03-16,1414
europe.newsweek.com,2016-03-17,1343
europe.newsweek.com,2016-03-18,1118
europe.newsweek.com,2016-03-19,904
europe.newsweek.com,2016-03-20,912
europe.newsweek.com,2016-03-21,1229
europe.newsweek.com,2016-03-22,1190
europe.newsweek.com,2016-03-23,1528
europe.newsweek.com,2016-03-24,1768
